BillingAccountId,BillingAccountName,BillingPeriodStart,BillingPeriodEnd,ChargeCategory,ChargePeriodStart,ChargePeriodEnd,ConsumedQuantity,EffectiveCost,ProviderName,RegionName,ResourceId,ServiceName,SkuId,SubAccountId,SubAccountName,Tags
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-29,2026-05-30,0.449567377,1.05,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,SERVERLESS_TASK,SERVERLESS_TASK,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-29,2026-05-30,0.130330829,0.31,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,WAREHOUSE_METERING,WAREHOUSE_METERING,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-28,2026-05-29,0.406631213,0.99,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,SERVERLESS_TASK,SERVERLESS_TASK,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-28,2026-05-29,0.114627212,0.29,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,WAREHOUSE_METERING,WAREHOUSE_METERING,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-27,2026-05-28,0.404691080,1.01,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,SERVERLESS_TASK,SERVERLESS_TASK,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-27,2026-05-28,0.116542490,0.28,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,WAREHOUSE_METERING,WAREHOUSE_METERING,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-26,2026-05-27,0.447398475,1.09,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,SERVERLESS_TASK,SERVERLESS_TASK,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-26,2026-05-27,0.137130844,0.32,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,WAREHOUSE_METERING,WAREHOUSE_METERING,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-25,2026-05-26,0.423828982,1.00,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,SERVERLESS_TASK,SERVERLESS_TASK,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-25,2026-05-26,0.130783616,0.31,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,WAREHOUSE_METERING,WAREHOUSE_METERING,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-24,2026-05-25,0.456374410,1.13,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,SERVERLESS_TASK,SERVERLESS_TASK,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-24,2026-05-25,0.189540602,0.47,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,WAREHOUSE_METERING,WAREHOUSE_METERING,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-24,2026-05-25,0.000000056,0.00,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,TELEMETRY_DATA_INGEST,TELEMETRY_DATA_INGEST,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-23,2026-05-24,0.457667263,1.12,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,SERVERLESS_TASK,SERVERLESS_TASK,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-23,2026-05-24,0.127902230,0.30,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,WAREHOUSE_METERING,WAREHOUSE_METERING,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-22,2026-05-23,0.419352376,0.99,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,SERVERLESS_TASK,SERVERLESS_TASK,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-22,2026-05-23,0.120872518,0.29,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,WAREHOUSE_METERING,WAREHOUSE_METERING,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,2026-05-01,2026-06-01,Usage,2026-05-21,2026-05-22,0.381275069,0.94,Snowflake,AWS_US_EAST_1,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,SERVERLESS_TASK,SERVERLESS_TASK,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,ONETRU_TRUAUDIENCE_AZURE_EAST_US2,"{""environment"":""Demo"",""team"":""TruAudience""}"
